variavel,comparacao,comparacao_en,ajuste,z,N_ref,r,p_adj,p_unadj,scenario
agbd,FES - FOM,SSdF–MOF,FDR,-0.8732087285681817,154,0.07036516458676459,0.45905918170712323,0.3825493180892694,S0_no_qc
agbd,FOD - FOM,DOF–MOF,FDR,4.540595083679796,196,0.3243282202628426,1.1219134681074448e-5,5.609567340537224e-6,S0_no_qc
pai,FED - FES,SDF–SSdF,Bonferroni,0.33742455081325123,151,0.02745922051578665,1,0.7357968798510621,S0_no_qc
pai,FED - FOD,SDF–DOF,Bonferroni,-4.456707980705803,193,0.32080086009994463,4.9936711731586025e-5,8.322785288597671e-6,S0_no_qc
pai,FES - FOD,SSdF–DOF,Bonferroni,-5.665016755052353,230,0.37354014297414856,8.820610242105992e-8,1.4701017070176654e-8,S0_no_qc
pai,FED - FOM,SDF–MOF,Bonferroni,-0.21775867640078506,117,0.02013179675487694,1,0.8276171433409396,S0_no_qc
pai,FES - FOM,SSdF–MOF,Bonferroni,-0.5865460561488159,154,0.0472652281503236,1,0.5575086210490791,S0_no_qc
pai,FOD - FOM,DOF–MOF,Bonferroni,4.277477737032658,196,0.3055341240737613,1.1341371327176704e-4,1.8902285545294508e-5,S0_no_qc
pai,FED - FES,SDF–SSdF,FDR,0.33742455081325123,151,0.02745922051578665,0.8829562558212746,0.7357968798510621,S0_no_qc
pai,FED - FOD,SDF–DOF,FDR,-4.456707980705803,193,0.32080086009994463,2.4968355865793013e-5,8.322785288597671e-6,S0_no_qc
pai,FES - FOD,SSdF–DOF,FDR,-5.665016755052353,230,0.37354014297414856,8.820610242105992e-8,1.4701017070176654e-8,S0_no_qc
pai,FED - FOM,SDF–MOF,FDR,-0.21775867640078506,117,0.02013179675487694,0.8276171433409396,0.8276171433409396,S0_no_qc
pai,FES - FOM,SSdF–MOF,FDR,-0.5865460561488159,154,0.0472652281503236,0.8362629315736185,0.5575086210490791,S0_no_qc
pai,FOD - FOM,DOF–MOF,FDR,4.277477737032658,196,0.3055341240737613,3.7804571090589016e-5,1.8902285545294508e-5,S0_no_qc
cover,FED - FES,SDF–SSdF,Bonferroni,0.36169571176316256,151,0.02943437958198816,1,0.717579431925391,S0_no_qc
cover,FED - FOD,SDF–DOF,Bonferroni,-4.412234135421388,193,0.31759956266673633,6.138563242336291e-5,1.0230938737227153e-5,S0_no_qc
cover,FES - FOD,SSdF–DOF,Bonferroni,-5.643076540990797,230,0.3720934481007172,1.002228244382454e-7,1.67038040730409e-8,S0_no_qc
cover,FED - FOM,SDF–MOF,Bonferroni,-0.15781121620187205,117,0.014589652098953413,1,0.8746055601616373,S0_no_qc
cover,FES - FOM,SSdF–MOF,Bonferroni,-0.5441028664413521,154,0.043845058457047593,1,0.5863706880591479,S0_no_qc
cover,FOD - FOM,DOF–MOF,Bonferroni,4.303742176787849,196,0.30741015548484635,1.0076225181548429e-4,1.6793708635914048e-5,S0_no_qc
cover,FED - FES,SDF–SSdF,FDR,0.36169571176316256,151,0.02943437958198816,0.8610953183104691,0.717579431925391,S0_no_qc
cover,FED - FOD,SDF–DOF,FDR,-4.412234135421388,193,0.31759956266673633,3.069281621168146e-5,1.0230938737227153e-5,S0_no_qc
cover,FES - FOD,SSdF–DOF,FDR,-5.643076540990797,230,0.3720934481007172,1.002228244382454e-7,1.67038040730409e-8,S0_no_qc
cover,FED - FOM,SDF–MOF,FDR,-0.15781121620187205,117,0.014589652098953413,0.8746055601616373,0.8746055601616373,S0_no_qc
cover,FES - FOM,SSdF–MOF,FDR,-0.5441028664413521,154,0.043845058457047593,0.8795560320887219,0.5863706880591479,S0_no_qc
cover,FOD - FOM,DOF–MOF,FDR,4.303742176787849,196,0.30741015548484635,3.3587417271828095e-5,1.6793708635914048e-5,S0_no_qc
fhd_normal,FED - FES,SDF–SSdF,Bonferroni,5.434634335620234,151,0.4422642699969214,3.2945350241889456e-7,5.490891706981576e-8,S0_no_qc
fhd_normal,FED - FOD,SDF–DOF,Bonferroni,0.8434790345530501,193,0.06071494944975878,1,0.39896058634490944,S0_no_qc
fhd_normal,FES - FOD,SSdF–DOF,Bonferroni,-5.809610555831106,230,0.38307437585490756,3.7570999398164866e-8,6.261833233027478e-9,S0_no_qc
fhd_normal,FED - FOM,SDF–MOF,Bonferroni,3.5302340698052754,117,0.32637025520699586,0.0024911530086518746,4.1519216810864576e-4,S0_no_qc
fhd_normal,FES - FOM,SSdF–MOF,Bonferroni,-1.5697348443369934,154,0.12649283849975548,0.6988608676331102,0.11647681127218502,S0_no_qc
fhd_normal,FOD - FOM,DOF–MOF,Bonferroni,3.3543441630200808,196,0.23959601164429148,0.004773200940495357,7.955334900825595e-4,S0_no_qc
fhd_normal,FED - FES,SDF–SSdF,FDR,5.434634335620234,151,0.4422642699969214,1.6472675120944728e-7,5.490891706981576e-8,S0_no_qc
