variavel,comparacao,comparacao_en,ajuste,r_median,prop_sig,scenario
agbd,FED - FOM,SDF–MOF,Bonferroni,0.41995192786701874,0.886,S_sens099
agbd,FED - FOM,SDF–MOF,FDR,0.41995192786701874,0.958,S_sens099
agbd,FES - FOD,SSdF–DOF,Bonferroni,0.34886142755874117,0.698,S_sens099
agbd,FES - FOD,SSdF–DOF,FDR,0.34886142755874117,0.824,S_sens099
agbd,FES - FOM,SSdF–MOF,Bonferroni,0.06880173873536866,0,S_sens099
agbd,FES - FOM,SSdF–MOF,FDR,0.06880173873536866,0.01,S_sens099
agbd,FOD - FOM,DOF–MOF,Bonferroni,0.380019909437474,0.82,S_sens099
agbd,FOD - FOM,DOF–MOF,FDR,0.380019909437474,0.926,S_sens099
altura_dossel,FED - FES,SDF–SSdF,Bonferroni,0.4022793861841244,0.858,S_sens099
altura_dossel,FED - FES,SDF–SSdF,FDR,0.4022793861841244,0.936,S_sens099
altura_dossel,FED - FOD,SDF–DOF,Bonferroni,0.07810880191590407,0.006,S_sens099
altura_dossel,FED - FOD,SDF–DOF,FDR,0.07810880191590407,0.032,S_sens099
altura_dossel,FED - FOM,SDF–MOF,Bonferroni,0.39445849903642116,0.856,S_sens099
altura_dossel,FED - FOM,SDF–MOF,FDR,0.39445849903642116,0.938,S_sens099
altura_dossel,FES - FOD,SSdF–DOF,Bonferroni,0.36369912229254514,0.722,S_sens099
altura_dossel,FES - FOD,SSdF–DOF,FDR,0.36369912229254514,0.836,S_sens099
altura_dossel,FES - FOM,SSdF–MOF,Bonferroni,0.0685305423151091,0.004,S_sens099
altura_dossel,FES - FOM,SSdF–MOF,FDR,0.0685305423151091,0.018,S_sens099
altura_dossel,FOD - FOM,DOF–MOF,Bonferroni,0.3589735657117439,0.738,S_sens099
altura_dossel,FOD - FOM,DOF–MOF,FDR,0.3589735657117439,0.864,S_sens099
cover,FED - FES,SDF–SSdF,Bonferroni,0.16377133023176932,0.086,S_sens099
cover,FED - FES,SDF–SSdF,FDR,0.16377133023176932,0.184,S_sens099
cover,FED - FOD,SDF–DOF,Bonferroni,0.19142509610915448,0.17,S_sens099
cover,FED - FOD,SDF–DOF,FDR,0.19142509610915448,0.278,S_sens099
cover,FED - FOM,SDF–MOF,Bonferroni,0.1258643499551969,0.046,S_sens099
cover,FED - FOM,SDF–MOF,FDR,0.1258643499551969,0.116,S_sens099
cover,FES - FOD,SSdF–DOF,Bonferroni,0.35897921212215933,0.714,S_sens099
cover,FES - FOD,SSdF–DOF,FDR,0.35897921212215933,0.764,S_sens099
cover,FES - FOM,SSdF–MOF,Bonferroni,0.07824295941285393,0.006,S_sens099
cover,FES - FOM,SSdF–MOF,FDR,0.07824295941285393,0.02,S_sens099
cover,FOD - FOM,DOF–MOF,Bonferroni,0.316073186474782,0.568,S_sens099
cover,FOD - FOM,DOF–MOF,FDR,0.316073186474782,0.664,S_sens099
fhd_normal,FED - FES,SDF–SSdF,Bonferroni,0.4043039591321014,0.864,S_sens099
fhd_normal,FED - FES,SDF–SSdF,FDR,0.4043039591321014,0.95,S_sens099
fhd_normal,FED - FOD,SDF–DOF,Bonferroni,0.0785149770424128,0.002,S_sens099
fhd_normal,FED - FOD,SDF–DOF,FDR,0.0785149770424128,0.028,S_sens099
fhd_normal,FED - FOM,SDF–MOF,Bonferroni,0.3452142171894125,0.68,S_sens099
fhd_normal,FED - FOM,SDF–MOF,FDR,0.3452142171894125,0.836,S_sens099
fhd_normal,FES - FOD,SSdF–DOF,Bonferroni,0.40039294737009246,0.816,S_sens099
fhd_normal,FES - FOD,SSdF–DOF,FDR,0.40039294737009246,0.888,S_sens099
fhd_normal,FES - FOM,SSdF–MOF,Bonferroni,0.0805379988638962,0.014,S_sens099
fhd_normal,FES - FOM,SSdF–MOF,FDR,0.0805379988638962,0.042,S_sens099
fhd_normal,FOD - FOM,DOF–MOF,Bonferroni,0.33617897250942796,0.65,S_sens099
fhd_normal,FOD - FOM,DOF–MOF,FDR,0.33617897250942796,0.8,S_sens099
pai,FED - FES,SDF–SSdF,Bonferroni,0.17564278922645818,0.12,S_sens099
pai,FED - FES,SDF–SSdF,FDR,0.17564278922645818,0.224,S_sens099
pai,FED - FOD,SDF–DOF,Bonferroni,0.16134367912838674,0.134,S_sens099
pai,FED - FOD,SDF–DOF,FDR,0.16134367912838674,0.22,S_sens099
pai,FED - FOM,SDF–MOF,Bonferroni,0.14110904251279577,0.076,S_sens099
pai,FED - FOM,SDF–MOF,FDR,0.14110904251279577,0.154,S_sens099
pai,FES - FOD,SSdF–DOF,Bonferroni,0.3442716693648894,0.682,S_sens099
pai,FES - FOD,SSdF–DOF,FDR,0.3442716693648894,0.734,S_sens099
pai,FES - FOM,SSdF–MOF,Bonferroni,0.07702980846544909,0.004,S_sens099
pai,FES - FOM,SSdF–MOF,FDR,0.07702980846544909,0.018,S_sens099
pai,FOD - FOM,DOF–MOF,Bonferroni,0.3078485063576717,0.554,S_sens099
pai,FOD - FOM,DOF–MOF,FDR,0.3078485063576717,0.644,S_sens099
agbd,FED - FES,SDF–SSdF,Bonferroni,0.40898326785810013,0.932,S_strong_beams
agbd,FED - FES,SDF–SSdF,FDR,0.40898326785810013,0.976,S_strong_beams
agbd,FED - FOD,SDF–DOF,Bonferroni,0.05887130302528592,0.004,S_strong_beams
agbd,FED - FOD,SDF–DOF,FDR,0.05887130302528592,0.026,S_strong_beams
agbd,FED - FOM,SDF–MOF,Bonferroni,0.4267977597572642,0.984,S_strong_beams
agbd,FED - FOM,SDF–MOF,FDR,0.4267977597572642,0.998,S_strong_beams
agbd,FES - FOD,SSdF–DOF,Bonferroni,0.39508462374972153,0.926,S_strong_beams
agbd,FES - FOD,SSdF–DOF,FDR,0.39508462374972153,0.974,S_strong_beams
agbd,FES - FOM,SSdF–MOF,Bonferroni,0.06014888606340057,0.004,S_strong_beams
agbd,FES - FOM,SSdF–MOF,FDR,0.06014888606340057,0.028,S_strong_beams
agbd,FOD - FOM,DOF–MOF,Bonferroni,0.4184871211274176,0.978,S_strong_beams
agbd,FOD - FOM,DOF–MOF,FDR,0.4184871211274176,0.998,S_strong_beams
altura_dossel,FED - FES,SDF–SSdF,Bonferroni,0.4128187952354358,0.942,S_strong_beams
altura_dossel,FED - FES,SDF–SSdF,FDR,0.4128187952354358,0.974,S_strong_beams
altura_dossel,FED - FOD,SDF–DOF,Bonferroni,0.06989482278886053,0.002,S_strong_beams
altura_dossel,FED - FOD,SDF–DOF,FDR,0.06989482278886053,0.046,S_strong_beams
altura_dossel,FED - FOM,SDF–MOF,Bonferroni,0.38190518577427107,0.96,S_strong_beams
altura_dossel,FED - FOM,SDF–MOF,FDR,0.38190518577427107,0.982,S_strong_beams
altura_dossel,FES - FOD,SSdF–DOF,Bonferroni,0.3653686734877204,0.89,S_strong_beams
altura_dossel,FES - FOD,SSdF–DOF,FDR,0.3653686734877204,0.944,S_strong_beams
altura_dossel,FES - FOM,SSdF–MOF,Bonferroni,0.06494228404583227,0.004,S_strong_beams
altura_dossel,FES - FOM,SSdF–MOF,FDR,0.06494228404583227,0.026,S_strong_beams
altura_dossel,FOD - FOM,DOF–MOF,Bonferroni,0.34524129164452066,0.854,S_strong_beams
altura_dossel,FOD - FOM,DOF–MOF,FDR,0.34524129164452066,0.94,S_strong_beams
cover,FED - FES,SDF–SSdF,Bonferroni,0.07436822782009025,0.01,S_strong_beams
cover,FED - FES,SDF–SSdF,FDR,0.07436822782009025,0.044,S_strong_beams
cover,FED - FOD,SDF–DOF,Bonferroni,0.345800566486123,0.85,S_strong_beams
cover,FED - FOD,SDF–DOF,FDR,0.345800566486123,0.924,S_strong_beams
cover,FED - FOM,SDF–MOF,Bonferroni,0.06797749274821611,0.008,S_strong_beams
cover,FED - FOM,SDF–MOF,FDR,0.06797749274821611,0.042,S_strong_beams
cover,FES - FOD,SSdF–DOF,Bonferroni,0.37351749901832226,0.874,S_strong_beams
cover,FES - FOD,SSdF–DOF,FDR,0.37351749901832226,0.928,S_strong_beams
cover,FES - FOM,SSdF–MOF,Bonferroni,0.06869622669037151,0.016,S_strong_beams
cover,FES - FOM,SSdF–MOF,FDR,0.06869622669037151,0.044,S_strong_beams
cover,FOD - FOM,DOF–MOF,Bonferroni,0.40387373695255135,0.962,S_strong_beams
cover,FOD - FOM,DOF–MOF,FDR,0.40387373695255135,0.976,S_strong_beams
fhd_normal,FED - FES,SDF–SSdF,Bonferroni,0.41793326177592144,0.962,S_strong_beams
fhd_normal,FED - FES,SDF–SSdF,FDR,0.41793326177592144,0.982,S_strong_beams
fhd_normal,FED - FOD,SDF–DOF,Bonferroni,0.06765806413608297,0.004,S_strong_beams
fhd_normal,FED - FOD,SDF–DOF,FDR,0.06765806413608297,0.032,S_strong_beams
fhd_normal,FED - FOM,SDF–MOF,Bonferroni,0.37815058489224823,0.944,S_strong_beams
fhd_normal,FED - FOM,SDF–MOF,FDR,0.37815058489224823,0.988,S_strong_beams
fhd_normal,FES - FOD,SSdF–DOF,Bonferroni,0.3979604226561744,0.906,S_strong_beams
fhd_normal,FES - FOD,SSdF–DOF,FDR,0.3979604226561744,0.96,S_strong_beams
fhd_normal,FES - FOM,SSdF–MOF,Bonferroni,0.06717873059057769,0.008,S_strong_beams
fhd_normal,FES - FOM,SSdF–MOF,FDR,0.06717873059057769,0.034,S_strong_beams
fhd_normal,FOD - FOM,DOF–MOF,Bonferroni,0.3561824147716113,0.88,S_strong_beams
fhd_normal,FOD - FOM,DOF–MOF,FDR,0.3561824147716113,0.962,S_strong_beams
pai,FED - FES,SDF–SSdF,Bonferroni,0.07197169782231072,0.01,S_strong_beams
pai,FED - FES,SDF–SSdF,FDR,0.07197169782231072,0.042,S_strong_beams
pai,FED - FOD,SDF–DOF,Bonferroni,0.34540272140707984,0.846,S_strong_beams
pai,FED - FOD,SDF–DOF,FDR,0.34540272140707984,0.914,S_strong_beams
pai,FED - FOM,SDF–MOF,Bonferroni,0.06765798586127836,0.008,S_strong_beams
pai,FED - FOM,SDF–MOF,FDR,0.06765798586127836,0.048,S_strong_beams
pai,FES - FOD,SSdF–DOF,Bonferroni,0.36968167029831245,0.864,S_strong_beams
pai,FES - FOD,SSdF–DOF,FDR,0.36968167029831245,0.926,S_strong_beams
pai,FES - FOM,SSdF–MOF,Bonferroni,0.069175775525017,0.016,S_strong_beams
pai,FES - FOM,SSdF–MOF,FDR,0.069175775525017,0.048,S_strong_beams
pai,FOD - FOM,DOF–MOF,Bonferroni,0.4075457769731642,0.964,S_strong_beams
pai,FOD - FOM,DOF–MOF,FDR,0.4075457769731642,0.974,S_strong_beams
agbd,FED - FES,SDF–SSdF,Bonferroni,0.3904694928618122,0.968,S_night_only
agbd,FED - FES,SDF–SSdF,FDR,0.3904694928618122,0.996,S_night_only
agbd,FED - FOD,SDF–DOF,Bonferroni,0.06067035996389421,0.002,S_night_only
agbd,FED - FOD,SDF–DOF,FDR,0.06067035996389421,0.02,S_night_only
agbd,FED - FOM,SDF–MOF,Bonferroni,0.3036475273875236,0.732,S_night_only
agbd,FED - FOM,SDF–MOF,FDR,0.3036475273875236,0.874,S_night_only
agbd,FES - FOD,SSdF–DOF,Bonferroni,0.3992824373535665,0.95,S_night_only
agbd,FES - FOD,SSdF–DOF,FDR,0.3992824373535665,0.978,S_night_only
agbd,FES - FOM,SSdF–MOF,Bonferroni,0.0894131831268741,0.036,S_night_only
agbd,FES - FOM,SSdF–MOF,FDR,0.0894131831268741,0.114,S_night_only
agbd,FOD - FOM,DOF–MOF,Bonferroni,0.3112050081649978,0.738,S_night_only
agbd,FOD - FOM,DOF–MOF,FDR,0.3112050081649978,0.878,S_night_only
altura_dossel,FED - FES,SDF–SSdF,Bonferroni,0.4506199574171379,0.994,S_night_only
altura_dossel,FED - FES,SDF–SSdF,FDR,0.4506199574171379,1,S_night_only
altura_dossel,FED - FOD,SDF–DOF,Bonferroni,0.10089465650597777,0.044,S_night_only
altura_dossel,FED - FOD,SDF–DOF,FDR,0.10089465650597777,0.14,S_night_only
altura_dossel,FED - FOM,SDF–MOF,Bonferroni,0.4126923431199804,0.982,S_night_only
altura_dossel,FED - FOM,SDF–MOF,FDR,0.4126923431199804,1,S_night_only
altura_dossel,FES - FOD,SSdF–DOF,Bonferroni,0.348169706343203,0.838,S_night_only
altura_dossel,FES - FOD,SSdF–DOF,FDR,0.348169706343203,0.924,S_night_only
altura_dossel,FES - FOM,SSdF–MOF,Bonferroni,0.06296708721835602,0.014,S_night_only
altura_dossel,FES - FOM,SSdF–MOF,FDR,0.06296708721835602,0.024,S_night_only
altura_dossel,FOD - FOM,DOF–MOF,Bonferroni,0.3166110181107286,0.744,S_night_only
altura_dossel,FOD - FOM,DOF–MOF,FDR,0.3166110181107286,0.884,S_night_only
cover,FED - FES,SDF–SSdF,Bonferroni,0.11089580474462074,0.058,S_night_only
cover,FED - FES,SDF–SSdF,FDR,0.11089580474462074,0.138,S_night_only
cover,FED - FOD,SDF–DOF,Bonferroni,0.2403113528524658,0.434,S_night_only
cover,FED - FOD,SDF–DOF,FDR,0.2403113528524658,0.62,S_night_only
cover,FED - FOM,SDF–MOF,Bonferroni,0.09385741201156547,0.02,S_night_only
cover,FED - FOM,SDF–MOF,FDR,0.09385741201156547,0.08,S_night_only
cover,FES - FOD,SSdF–DOF,Bonferroni,0.3469096976407011,0.848,S_night_only
cover,FES - FOD,SSdF–DOF,FDR,0.3469096976407011,0.886,S_night_only
cover,FES - FOM,SSdF–MOF,Bonferroni,0.06652279591827928,0.01,S_night_only
cover,FES - FOM,SSdF–MOF,FDR,0.06652279591827928,0.038,S_night_only
cover,FOD - FOM,DOF–MOF,Bonferroni,0.3249829891860416,0.782,S_night_only
cover,FOD - FOM,DOF–MOF,FDR,0.3249829891860416,0.844,S_night_only
fhd_normal,FED - FES,SDF–SSdF,Bonferroni,0.45217533837932883,0.998,S_night_only
fhd_normal,FED - FES,SDF–SSdF,FDR,0.45217533837932883,1,S_night_only
fhd_normal,FED - FOD,SDF–DOF,Bonferroni,0.08919080268408479,0.036,S_night_only
fhd_normal,FED - FOD,SDF–DOF,FDR,0.08919080268408479,0.104,S_night_only
fhd_normal,FED - FOM,SDF–MOF,Bonferroni,0.3803940372222626,0.952,S_night_only
fhd_normal,FED - FOM,SDF–MOF,FDR,0.3803940372222626,0.988,S_night_only
fhd_normal,FES - FOD,SSdF–DOF,Bonferroni,0.3625425316102603,0.874,S_night_only
fhd_normal,FES - FOD,SSdF–DOF,FDR,0.3625425316102603,0.958,S_night_only
fhd_normal,FES - FOM,SSdF–MOF,Bonferroni,0.07919010050209338,0.02,S_night_only
fhd_normal,FES - FOM,SSdF–MOF,FDR,0.07919010050209338,0.074,S_night_only
fhd_normal,FOD - FOM,DOF–MOF,Bonferroni,0.29475767534351616,0.658,S_night_only
fhd_normal,FOD - FOM,DOF–MOF,FDR,0.29475767534351616,0.832,S_night_only
pai,FED - FES,SDF–SSdF,Bonferroni,0.1070442385189915,0.05,S_night_only
pai,FED - FES,SDF–SSdF,FDR,0.1070442385189915,0.126,S_night_only
pai,FED - FOD,SDF–DOF,Bonferroni,0.24164527548413234,0.442,S_night_only
pai,FED - FOD,SDF–DOF,FDR,0.24164527548413234,0.61,S_night_only
pai,FED - FOM,SDF–MOF,Bonferroni,0.09067217295495505,0.02,S_night_only
pai,FED - FOM,SDF–MOF,FDR,0.09067217295495505,0.076,S_night_only
pai,FES - FOD,SSdF–DOF,Bonferroni,0.3458720322080474,0.854,S_night_only
pai,FES - FOD,SSdF–DOF,FDR,0.3458720322080474,0.89,S_night_only
pai,FES - FOM,SSdF–MOF,Bonferroni,0.06756005119683905,0.01,S_night_only
pai,FES - FOM,SSdF–MOF,FDR,0.06756005119683905,0.036,S_night_only
pai,FOD - FOM,DOF–MOF,Bonferroni,0.3229826732394547,0.788,S_night_only
pai,FOD - FOM,DOF–MOF,FDR,0.3229826732394547,0.848,S_night_only
agbd,FED - FES,SDF–SSdF,Bonferroni,0.45575135798849253,0.984,S_agbd_low_uncert
agbd,FED - FES,SDF–SSdF,FDR,0.45575135798849253,0.998,S_agbd_low_uncert
agbd,FED - FOD,SDF–DOF,Bonferroni,0.06619880827214211,0.008,S_agbd_low_uncert
agbd,FED - FOD,SDF–DOF,FDR,0.06619880827214211,0.034,S_agbd_low_uncert
agbd,FED - FOM,SDF–MOF,Bonferroni,0.3842693037189351,0.946,S_agbd_low_uncert
agbd,FED - FOM,SDF–MOF,FDR,0.3842693037189351,0.982,S_agbd_low_uncert
agbd,FES - FOD,SSdF–DOF,Bonferroni,0.4354026200848005,0.968,S_agbd_low_uncert
agbd,FES - FOD,SSdF–DOF,FDR,0.4354026200848005,0.986,S_agbd_low_uncert
agbd,FES - FOM,SSdF–MOF,Bonferroni,0.08376663686535178,0.024,S_agbd_low_uncert
agbd,FES - FOM,SSdF–MOF,FDR,0.08376663686535178,0.078,S_agbd_low_uncert
agbd,FOD - FOM,DOF–MOF,Bonferroni,0.35941586644310874,0.888,S_agbd_low_uncert
agbd,FOD - FOM,DOF–MOF,FDR,0.35941586644310874,0.966,S_agbd_low_uncert
altura_dossel,FED - FES,SDF–SSdF,Bonferroni,0.468607301101326,0.99,S_agbd_low_uncert
altura_dossel,FED - FES,SDF–SSdF,FDR,0.468607301101326,0.998,S_agbd_low_uncert
altura_dossel,FED - FOD,SDF–DOF,Bonferroni,0.138039971406006,0.12,S_agbd_low_uncert
altura_dossel,FED - FOD,SDF–DOF,FDR,0.138039971406006,0.25,S_agbd_low_uncert
altura_dossel,FED - FOM,SDF–MOF,Bonferroni,0.3909103673940496,0.958,S_agbd_low_uncert
altura_dossel,FED - FOM,SDF–MOF,FDR,0.3909103673940496,0.984,S_agbd_low_uncert
altura_dossel,FES - FOD,SSdF–DOF,Bonferroni,0.3319940417855035,0.778,S_agbd_low_uncert
altura_dossel,FES - FOD,SSdF–DOF,FDR,0.3319940417855035,0.886,S_agbd_low_uncert
altura_dossel,FES - FOM,SSdF–MOF,Bonferroni,0.0791249186106193,0.016,S_agbd_low_uncert
altura_dossel,FES - FOM,SSdF–MOF,FDR,0.0791249186106193,0.07,S_agbd_low_uncert
altura_dossel,FOD - FOM,DOF–MOF,Bonferroni,0.25965482100792103,0.526,S_agbd_low_uncert
altura_dossel,FOD - FOM,DOF–MOF,FDR,0.25965482100792103,0.726,S_agbd_low_uncert
cover,FED - FES,SDF–SSdF,Bonferroni,0.06469975145726353,0.012,S_agbd_low_uncert
cover,FED - FES,SDF–SSdF,FDR,0.06469975145726353,0.038,S_agbd_low_uncert
cover,FED - FOD,SDF–DOF,Bonferroni,0.34842089591213776,0.832,S_agbd_low_uncert
cover,FED - FOD,SDF–DOF,FDR,0.34842089591213776,0.892,S_agbd_low_uncert
cover,FED - FOM,SDF–MOF,Bonferroni,0.06312869328090052,0,S_agbd_low_uncert
cover,FED - FOM,SDF–MOF,FDR,0.06312869328090052,0.022,S_agbd_low_uncert
cover,FES - FOD,SSdF–DOF,Bonferroni,0.3559900035659819,0.85,S_agbd_low_uncert
cover,FES - FOD,SSdF–DOF,FDR,0.3559900035659819,0.898,S_agbd_low_uncert
cover,FES - FOM,SSdF–MOF,Bonferroni,0.07098365352947707,0.006,S_agbd_low_uncert
cover,FES - FOM,SSdF–MOF,FDR,0.07098365352947707,0.032,S_agbd_low_uncert
cover,FOD - FOM,DOF–MOF,Bonferroni,0.3181417419361853,0.776,S_agbd_low_uncert
cover,FOD - FOM,DOF–MOF,FDR,0.3181417419361853,0.862,S_agbd_low_uncert
fhd_normal,FED - FES,SDF–SSdF,Bonferroni,0.44418492952619504,0.984,S_agbd_low_uncert
fhd_normal,FED - FES,SDF–SSdF,FDR,0.44418492952619504,0.994,S_agbd_low_uncert
fhd_normal,FED - FOD,SDF–DOF,Bonferroni,0.08305252559640702,0.03,S_agbd_low_uncert
fhd_normal,FED - FOD,SDF–DOF,FDR,0.08305252559640702,0.092,S_agbd_low_uncert
fhd_normal,FED - FOM,SDF–MOF,Bonferroni,0.33349590058339307,0.882,S_agbd_low_uncert
fhd_normal,FED - FOM,SDF–MOF,FDR,0.33349590058339307,0.946,S_agbd_low_uncert
fhd_normal,FES - FOD,SSdF–DOF,Bonferroni,0.36905896302710395,0.876,S_agbd_low_uncert
fhd_normal,FES - FOD,SSdF–DOF,FDR,0.36905896302710395,0.938,S_agbd_low_uncert
fhd_normal,FES - FOM,SSdF–MOF,Bonferroni,0.10361904043585599,0.042,S_agbd_low_uncert
fhd_normal,FES - FOM,SSdF–MOF,FDR,0.10361904043585599,0.134,S_agbd_low_uncert
fhd_normal,FOD - FOM,DOF–MOF,Bonferroni,0.26815261123199086,0.576,S_agbd_low_uncert
fhd_normal,FOD - FOM,DOF–MOF,FDR,0.26815261123199086,0.754,S_agbd_low_uncert
pai,FED - FES,SDF–SSdF,Bonferroni,0.06548553078602727,0.012,S_agbd_low_uncert
pai,FED - FES,SDF–SSdF,FDR,0.06548553078602727,0.032,S_agbd_low_uncert
pai,FED - FOD,SDF–DOF,Bonferroni,0.35198943044378506,0.83,S_agbd_low_uncert
pai,FED - FOD,SDF–DOF,FDR,0.35198943044378506,0.896,S_agbd_low_uncert
pai,FED - FOM,SDF–MOF,Bonferroni,0.06469943156850555,0,S_agbd_low_uncert
pai,FED - FOM,SDF–MOF,FDR,0.06469943156850555,0.028,S_agbd_low_uncert
pai,FES - FOD,SSdF–DOF,Bonferroni,0.3577751584399642,0.854,S_agbd_low_uncert
pai,FES - FOD,SSdF–DOF,FDR,0.3577751584399642,0.904,S_agbd_low_uncert
pai,FES - FOM,SSdF–MOF,Bonferroni,0.0716978358846927,0.004,S_agbd_low_uncert
pai,FES - FOM,SSdF–MOF,FDR,0.0716978358846927,0.038,S_agbd_low_uncert
pai,FOD - FOM,DOF–MOF,Bonferroni,0.31663949654508705,0.764,S_agbd_low_uncert
pai,FOD - FOM,DOF–MOF,FDR,0.31663949654508705,0.862,S_agbd_low_uncert
